station_code,지번주소,si,city,dong,road_addr
950,제주특별자치도 제주시 한림읍 동명리 2251,제주시,한림읍,동명리,누운오름로
964,제주특별자치도 제주시 한림읍 대림리 1853-5,제주시,한림읍,대림리,한수풀로
965,제주특별자치도 제주시 한림읍 대림리 1853-3,제주시,한림읍,대림리,한수풀로
966,제주특별자치도 제주시 한림읍 대림리 1718,제주시,한림읍,대림리,한수풀로
967,제주특별자치도 제주시 한림읍 대림리 1716-1,제주시,한림읍,대림리,한수풀로4길
968,제주특별자치도 제주시 한림읍 대림리 444-2,제주시,한림읍,대림리,일주서로
969,제주특별자치도 제주시 한림읍 대림리 1413-4,제주시,한림읍,대림리,한수풀로
970,제주특별자치도 제주시 한림읍 대림리 766-6,제주시,한림읍,대림리,한수풀로
971,제주특별자치도 제주시 한림읍 대림리 761,제주시,한림읍,대림리,대림로
972,제주특별자치도 제주시 한림읍 대림리 2021-1000,제주시,한림읍,대림리,대림로
973,제주특별자치도 제주시 한림읍 대림리 752-9,제주시,한림읍,대림리,대림로
974,제주특별자치도 제주시 한림읍 귀덕리 2147-4,제주시,한림읍,귀덕리,한수풀로
975,제주특별자치도 제주시 한림읍 귀덕리 2218-1,제주시,한림읍,귀덕리,한수풀로
976,제주특별자치도 제주시 한림읍 귀덕리 2074-5,제주시,한림읍,귀덕리,한수풀로
977,제주특별자치도 제주시 한림읍 귀덕리 2074-8,제주시,한림읍,귀덕리,한수풀로
978,제주특별자치도 제주시 한림읍 귀덕리 56,제주시,한림읍,귀덕리,중산간서로
979,제주특별자치도 제주시 애월읍 봉성리 3946-7,제주시,애월읍,봉성리,어도봉남길
980,제주특별자치도 제주시 애월읍 봉성리 4097-5,제주시,애월읍,봉성리,봉성로
981,제주특별자치도 제주시 애월읍 봉성리 4106-2,제주시,애월읍,봉성리,봉성로
982,제주특별자치도 제주시 애월읍 봉성리 4123-7,제주시,애월읍,봉성리,봉성로
983,제주특별자치도 제주시 애월읍 봉성리 3820-8,제주시,애월읍,봉성리,봉성로
984,제주특별자치도 제주시 애월읍 봉성리 3408-2,제주시,애월읍,봉성리,봉성북1길
985,제주특별자치도 제주시 애월읍 납읍리 2787,제주시,애월읍,납읍리,중산간서로
986,제주특별자치도 제주시 애월읍 납읍리 2187,제주시,애월읍,납읍리,중산간서로
987,제주특별자치도 제주시 애월읍 납읍리 1569-14,제주시,애월읍,납읍리,중산간서로
988,제주특별자치도 제주시 애월읍 납읍리 1757-2,제주시,애월읍,납읍리,납읍로
989,제주특별자치도 제주시 애월읍 납읍리 1891-10,제주시,애월읍,납읍리,애원로
990,제주특별자치도 제주시 애월읍 상가리 1749-4,제주시,애월읍,상가리,상가북2길
991,제주특별자치도 제주시 애월읍 상가리 1765-2,제주시,애월읍,상가리,중산간서로
992,제주특별자치도 제주시 애월읍 상가리 2131,제주시,애월읍,상가리,중산간서로
993,제주특별자치도 제주시 애월읍 하가리 1591-5,제주시,애월읍,하가리,하가로
994,제주특별자치도 제주시 애월읍 상가리 1805-4,제주시,애월읍,상가리,애상로
995,제주특별자치도 제주시 애월읍 상가리 2131,제주시,애월읍,상가리,애상로
996,제주특별자치도 제주시 애월읍 하가리 793-2,제주시,애월읍,하가리,중산간서로
997,제주특별자치도 제주시 애월읍 하가리 850-6,제주시,애월읍,하가리,중산간서로
999,제주특별자치도 제주시 애월읍 신엄리 1951-1,제주시,애월읍,신엄리,신용로
1000,제주특별자치도 제주시 애월읍 신엄리 3208,제주시,애월읍,신엄리,신용로
1001,제주특별자치도 제주시 애월읍 신엄리 117-2,제주시,애월읍,신엄리,용흥3길
1002,제주특별자치도 제주시 애월읍 장전리 1797,제주시,애월읍,장전리,장전로
1003,제주특별자치도 제주시 애월읍 장전리 1176-1,제주시,애월읍,장전리,장전로
1004,제주특별자치도 제주시 애월읍 장전리 1797,제주시,애월읍,장전리,장전로
1005,제주특별자치도 제주시 애월읍 장전리 1797,제주시,애월읍,장전리,장전로
1006,제주특별자치도 제주시 애월읍 장전리 381-5,제주시,애월읍,장전리,장전로
1007,제주특별자치도 제주시 애월읍 장전리 435,제주시,애월읍,장전리,장전로
1008,제주특별자치도 제주시 애월읍 장전리 240-10,제주시,애월읍,장전리,장전로
1009,제주특별자치도 제주시 애월읍 장전리 190-10,제주시,애월읍,장전리,장유길
1010,제주특별자치도 제주시 애월읍 상귀리 1100-1,제주시,애월읍,상귀리,상귀길
1011,제주특별자치도 제주시 애월읍 상귀리 1577,제주시,애월읍,상귀리,중산간서로
1012,제주특별자치도 제주시 애월읍 상귀리 789-2,제주시,애월읍,상귀리,중산간서로
1013,제주특별자치도 제주시 구좌읍 세화리 1465-6,제주시,구좌읍,세화리,구좌로
1014,제주특별자치도 제주시 구좌읍 세화리 1524-5,제주시,구좌읍,세화리,구좌로
1015,제주특별자치도 제주시 구좌읍 세화리 1531-3,제주시,구좌읍,세화리,구좌로
1016,제주특별자치도 제주시 구좌읍 덕천리 283-1,제주시,구좌읍,덕천리,월덕로
1017,제주특별자치도 제주시 구좌읍 덕천리 233,제주시,구좌읍,덕천리,덕평로
1018,제주특별자치도 제주시 조천읍 선흘리 1207-2,제주시,조천읍,선흘리,중산간동로
1019,제주특별자치도 제주시 조천읍 선흘리 1111-2,제주시,조천읍,선흘리,중산간동로
1020,제주특별자치도 제주시 조천읍 선흘리 2836-2,제주시,조천읍,선흘리,북선로
1021,제주특별자치도 제주시 조천읍 선흘리 3383-2,제주시,조천읍,선흘리,북선로
1022,제주특별자치도 제주시 조천읍 선흘리 3386-1,제주시,조천읍,선흘리,북선로
1023,제주특별자치도 제주시 조천읍 북촌리 1926-4,제주시,조천읍,북촌리,북선로
1024,제주특별자치도 제주시 조천읍 북촌리 1912-2,제주시,조천읍,북촌리,북선로
1025,제주특별자치도 제주시 애월읍 유수암리 355-3,제주시,애월읍,유수암리,유수암평화길
1026,제주특별자치도 제주시 조천읍 교래리 산 60-13,제주시,조천읍,교래리,비자림로
1027,제주특별자치도 제주시 조천읍 교래리 산 60-13,제주시,조천읍,교래리,비자림로
1028,제주특별자치도 제주시 조천읍 와흘리 2814,제주시,조천읍,와흘리,남조로
1029,제주특별자치도 제주시 조천읍 와흘리 72-4,제주시,조천읍,와흘리,와흘고1길
1031,제주특별자치도 제주시 조천읍 와흘리 385-3,제주시,조천읍,와흘리,남조로
1032,제주특별자치도 제주시 조천읍 대흘리 2787,제주시,조천읍,대흘리,중산간동로
1033,제주특별자치도 제주시 조천읍 대흘리 2296-5,제주시,조천읍,대흘리,중산간동로
1034,제주특별자치도 제주시 조천읍 대흘리 2787,제주시,조천읍,대흘리,중산간동로
1035,제주특별자치도 제주시 조천읍 와흘리 1337-1,제주시,조천읍,와흘리,중산간동로
1036,제주특별자치도 제주시 조천읍 와흘리 1336-3,제주시,조천읍,와흘리,중산간동로
1037,제주특별자치도 제주시 조천읍 와흘리 1260-5,제주시,조천읍,와흘리,조와로
1038,제주특별자치도 제주시 조천읍 와흘리 1456-2,제주시,조천읍,와흘리,중산간동로
1039,제주특별자치도 제주시 조천읍 와흘리 2601-9,제주시,조천읍,와흘리,중산간동로
1040,제주특별자치도 제주시 조천읍 와흘리 2814,제주시,조천읍,와흘리,와흘남길
1041,제주특별자치도 제주시 회천동 3264,제주시,제주시,회천동,중산간동로
1042,제주특별자치도 제주시 조천읍 대흘리 1235-11,제주시,조천읍,대흘리,번영로
1043,제주특별자치도 제주시 조천읍 대흘리 1197-33,제주시,조천읍,대흘리,번영로
1044,제주특별자치도 제주시 조천읍 대흘리 1197-35,제주시,조천읍,대흘리,번영로
1045,제주특별자치도 제주시 조천읍 대흘리 1209-2,제주시,조천읍,대흘리,번영로
1046,제주특별자치도 제주시 조천읍 와산리 1303-4,제주시,조천읍,와산리,번영로
1047,제주특별자치도 제주시 조천읍 선흘리 1942-8,제주시,조천읍,선흘리,번영로
1048,제주특별자치도 제주시 조천읍 선흘리 1941-6,제주시,조천읍,선흘리,번영로
1049,제주특별자치도 제주시 조천읍 선흘리 1848-3,제주시,조천읍,선흘리,선교로
1050,제주특별자치도 제주시 조천읍 선흘리 1869-4,제주시,조천읍,선흘리,선교로
1051,제주특별자치도 제주시 구좌읍 송당리 2601-4,제주시,구좌읍,송당리,번영로
1052,제주특별자치도 제주시 구좌읍 송당리 산 262-1,제주시,구좌읍,송당리,번영로
1053,제주특별자치도 제주시 구좌읍 송당리 산 262-1,제주시,구좌읍,송당리,번영로
1054,제주특별자치도 제주시 구좌읍 송당리 2744-6,제주시,구좌읍,송당리,번영로
1055,제주특별자치도 제주시 구좌읍 송당리 산 269-11,제주시,구좌읍,송당리,번영로
1056,제주특별자치도 제주시 구좌읍 송당리 산 286-3,제주시,구좌읍,송당리,번영로
1057,제주특별자치도 제주시 구좌읍 송당리 산 286-3,제주시,구좌읍,송당리,번영로
1058,제주특별자치도 제주시 구좌읍 송당리 2635-6,제주시,구좌읍,송당리,번영로
1059,제주특별자치도 제주시 구좌읍 송당리 2614-2,제주시,구좌읍,송당리,비자림로
1060,제주특별자치도 제주시 구좌읍 송당리 산 126-7,제주시,구좌읍,송당리,번영로
1061,제주특별자치도 제주시 조천읍 교래리 39-3,제주시,조천읍,교래리,비자림로
1062,제주특별자치도 제주시 조천읍 교래리 42-2,제주시,조천읍,교래리,비자림로
1063,제주특별자치도 제주시 조천읍 교래리 165-2,제주시,조천읍,교래리,비자림로
1064,제주특별자치도 제주시 조천읍 교래리 165-2,제주시,조천읍,교래리,비자림로
1065,제주특별자치도 제주시 조천읍 교래리 827,제주시,조천읍,교래리,비자림로
1066,제주특별자치도 제주시 조천읍 교래리 481-2,제주시,조천읍,교래리,비자림로
1069,제주특별자치도 제주시 애월읍 구엄리 1292,제주시,애월읍,구엄리,일주서로
1070,제주특별자치도 제주시 애월읍 구엄리 1292,제주시,애월읍,구엄리,일주서로
1071,제주특별자치도 제주시 애월읍 신엄리 3208,제주시,애월읍,신엄리,일주서로
1072,제주특별자치도 제주시 애월읍 신엄리 3208,제주시,애월읍,신엄리,일주서로
1073,제주특별자치도 제주시 애월읍 신엄리 3208,제주시,애월읍,신엄리,일주서로
1074,제주특별자치도 제주시 애월읍 신엄리 3208,제주시,애월읍,신엄리,일주서로
1075,제주특별자치도 제주시 애월읍 신엄리 3208,제주시,애월읍,신엄리,일주서로
1076,제주특별자치도 제주시 애월읍 고내리 1365,제주시,애월읍,고내리,일주서로
1077,제주특별자치도 제주시 애월읍 고내리 207-4,제주시,애월읍,고내리,일주서로
1078,제주특별자치도 제주시 애월읍 고내리 663-3,제주시,애월읍,고내리,고내로
1079,제주특별자치도 제주시 애월읍 고내리 1037-1,제주시,애월읍,고내리,고내로
1080,제주특별자치도 제주시 애월읍 고내리 833-2,제주시,애월읍,고내리,일주서로
1081,제주특별자치도 제주시 애월읍 애월리 4-3,제주시,애월읍,애월리,일주서로
1082,제주특별자치도 제주시 애월읍 애월리 334-4,제주시,애월읍,애월리,일주서로
1083,제주특별자치도 제주시 애월읍 애월리 353-2,제주시,애월읍,애월리,애월로
1084,제주특별자치도 제주시 애월읍 애월리 458-1,제주시,애월읍,애월리,애월로
1085,제주특별자치도 제주시 애월읍 애월리 549-1,제주시,애월읍,애월리,애월로16길
1086,제주특별자치도 제주시 애월읍 애월리 1719,제주시,애월읍,애월리,애월로
1087,제주특별자치도 제주시 애월읍 애월리 1584-1,제주시,애월읍,애월리,애월로
1088,제주특별자치도 제주시 애월읍 애월리 2114-2,제주시,애월읍,애월리,애월로
1089,제주특별자치도 제주시 애월읍 애월리 2020-1,제주시,애월읍,애월리,애월로
1090,제주특별자치도 제주시 애월읍 애월리 2504-1,제주시,애월읍,애월리,애월로1길
1091,제주특별자치도 제주시 애월읍 애월리 2628,제주시,애월읍,애월리,애월로
1092,제주특별자치도 제주시 애월읍 곽지리 2495,제주시,애월읍,곽지리,일주서로
1093,제주특별자치도 제주시 애월읍 곽지리 1668,제주시,애월읍,곽지리,곽지3길
1094,제주특별자치도 제주시 애월읍 곽지리 2495,제주시,애월읍,곽지리,천덕로
1095,제주특별자치도 제주시 애월읍 곽지리 2046-1,제주시,애월읍,곽지리,일주서로
1096,제주특별자치도 제주시 애월읍 곽지리 2060-7,제주시,애월읍,곽지리,일주서로
1097,제주특별자치도 제주시 애월읍 금성리 444-3,제주시,애월읍,금성리,일주서로
1098,제주특별자치도 제주시 애월읍 금성리 1151,제주시,애월읍,금성리,금성3길
1099,제주특별자치도 제주시 한림읍 귀덕리 4174,제주시,한림읍,귀덕리,일주서로
1100,제주특별자치도 제주시 한림읍 귀덕리 903-4,제주시,한림읍,귀덕리,일주서로
1101,제주특별자치도 제주시 한림읍 귀덕리 4174,제주시,한림읍,귀덕리,귀덕14길
1102,제주특별자치도 제주시 한림읍 귀덕리 1030-8,제주시,한림읍,귀덕리,일주서로
1103,제주특별자치도 제주시 한림읍 귀덕리 3024-4,제주시,한림읍,귀덕리,일주서로
1104,제주특별자치도 제주시 한림읍 귀덕리 3028-3,제주시,한림읍,귀덕리,일주서로
1105,제주특별자치도 제주시 한림읍 귀덕리 2962-2,제주시,한림읍,귀덕리,귀덕7길
1106,제주특별자치도 제주시 한림읍 귀덕리 3119-9,제주시,한림읍,귀덕리,귀덕7길
1107,제주특별자치도 제주시 한림읍 귀덕리 4174,제주시,한림읍,귀덕리,일주서로
1108,제주특별자치도 제주시 한림읍 귀덕리 4174,제주시,한림읍,귀덕리,일주서로
1109,제주특별자치도 제주시 한림읍 귀덕리 3347-1,제주시,한림읍,귀덕리,귀덕4길
1110,제주특별자치도 제주시 한림읍 귀덕리 3992-1,제주시,한림읍,귀덕리,일주서로
1111,제주특별자치도 제주시 한림읍 귀덕리 3738,제주시,한림읍,귀덕리,일주서로
1112,제주특별자치도 제주시 한림읍 귀덕리 3651-3,제주시,한림읍,귀덕리,일주서로
1113,제주특별자치도 제주시 한림읍 수원리 262-5,제주시,한림읍,수원리,한림로
1114,제주특별자치도 제주시 한림읍 대림리 2021-1000,제주시,한림읍,대림리,한림로
1115,제주특별자치도 제주시 한림읍 대림리 1097,제주시,한림읍,대림리,한림로
1116,제주특별자치도 제주시 한림읍 수원리 277-4,제주시,한림읍,수원리,한림로
1117,제주특별자치도 제주시 한림읍 대림리 1149-8,제주시,한림읍,대림리,한림로
1118,제주특별자치도 제주시 한림읍 수원리 1027-7,제주시,한림읍,수원리,한림로
1119,제주특별자치도 제주시 한림읍 한림리 1007,제주시,한림읍,한림리,한림상로
1120,제주특별자치도 제주시 한림읍 옹포리 365-1,제주시,한림읍,옹포리,한림로
1121,제주특별자치도 제주시 한림읍 옹포리 983,제주시,한림읍,옹포리,한림로
1122,제주특별자치도 제주시 한림읍 옹포리 576,제주시,한림읍,옹포리,한림로
1123,제주특별자치도 제주시 한림읍 옹포리 983,제주시,한림읍,옹포리,한림상로
1124,제주특별자치도 제주시 한림읍 옹포리 334-6,제주시,한림읍,옹포리,한림로
1125,제주특별자치도 제주시 한림읍 한림리 1582,제주시,한림읍,한림리,한림로
1126,제주특별자치도 제주시 한림읍 한림리 1473-6,제주시,한림읍,한림리,한림로
1127,제주특별자치도 제주시 한림읍 한림리 1582,제주시,한림읍,한림리,한림로
1128,제주특별자치도 제주시 한림읍 한림리 1371-19,제주시,한림읍,한림리,한림로
1129,제주특별자치도 제주시 한림읍 한림리 1360-2,제주시,한림읍,한림리,한림로
1130,제주특별자치도 제주시 한림읍 한림리 1582,제주시,한림읍,한림리,한림로
1131,제주특별자치도 제주시 한림읍 한수리 1027-9,제주시,한림읍,한수리,한림로
1132,제주특별자치도 제주시 한림읍 한수리 887-9,제주시,한림읍,한수리,한림로
1133,제주특별자치도 제주시 한림읍 대림리 1818-4,제주시,한림읍,대림리,한림로
1134,제주특별자치도 제주시 한림읍 한림리 1584,제주시,한림읍,한림리,한림로
1135,제주특별자치도 제주시 한림읍 협재리 2872,제주시,한림읍,협재리,한림로
1136,제주특별자치도 제주시 한림읍 협재리 2872,제주시,한림읍,협재리,한림로
1137,제주특별자치도 제주시 한림읍 협재리 2872,제주시,한림읍,협재리,한림로
1138,제주특별자치도 제주시 한림읍 협재리 2447-4,제주시,한림읍,협재리,한림로
1139,제주특별자치도 제주시 한림읍 협재리 2872,제주시,한림읍,협재리,한림로
1140,제주특별자치도 제주시 한림읍 협재리 2497-3,제주시,한림읍,협재리,한림로
1141,제주특별자치도 제주시 한림읍 금능리 2072-1,제주시,한림읍,금능리,한림로
1142,제주특별자치도 제주시 한림읍 금능리 2072-2,제주시,한림읍,금능리,금능남로
1143,제주특별자치도 제주시 한림읍 금능리 2316,제주시,한림읍,금능리,한림로
1144,제주특별자치도 제주시 한림읍 월령리 1220,제주시,한림읍,월령리,한림로
1145,제주특별자치도 제주시 한림읍 월령리 1220,제주시,한림읍,월령리,한림로
1146,제주특별자치도 제주시 한경면 판포리 3182,제주시,한경면,판포리,판조로
1147,제주특별자치도 제주시 한경면 판포리 3182,제주시,한경면,판포리,일주서로
1148,제주특별자치도 제주시 한경면 판포리 2873-6,제주시,한경면,판포리,일주서로
1149,제주특별자치도 제주시 한경면 금등리 696-1,제주시,한경면,금등리,일주서로
1150,제주특별자치도 제주시 한경면 금등리 729-1,제주시,한경면,금등리,일주서로
1151,제주특별자치도 제주시 한경면 신창리 1481,제주시,한경면,신창리,두신로
1152,제주특별자치도 제주시 한경면 신창리 1481,제주시,한경면,신창리,두신로
1153,제주특별자치도 제주시 한경면 신창리 1481,제주시,한경면,신창리,두신로
1154,제주특별자치도 제주시 한경면 두모리 3023-8,제주시,한경면,두모리,두신로
1155,제주특별자치도 제주시 한경면 두모리 2382-1,제주시,한경면,두모리,두신로
1156,제주특별자치도 제주시 한경면 용수리 4719-1,제주시,한경면,용수리,일주서로
1157,제주특별자치도 제주시 한경면 용수리 4719-1,제주시,한경면,용수리,용수1길
1158,제주특별자치도 제주시 한경면 고산리 2629-2,제주시,한경면,고산리,고산로
1159,제주특별자치도 제주시 한경면 고산리 3993,제주시,한경면,고산리,고산로6길
1160,제주특별자치도 제주시 한경면 고산리 3993,제주시,한경면,고산리,고산로
1161,제주특별자치도 제주시 한경면 고산리 2203-2,제주시,한경면,고산리,고산로
1162,제주특별자치도 제주시 한경면 고산리 2865-5,제주시,한경면,고산리,칠전로
1164,제주특별자치도 제주시 애월읍 봉성리 산 35-9,제주시,애월읍,봉성리,화전길
1165,제주특별자치도 제주시 한림읍 금악리 산 31-15,제주시,한림읍,금악리,월각로
1166,제주특별자치도 제주시 애월읍 어음리 산 187,제주시,애월읍,어음리,평화로
1167,제주특별자치도 제주시 애월읍 어음리 산 3-4,제주시,애월읍,어음리,산록서로
1168,제주특별자치도 제주시 애월읍 소길리 산 186-1,제주시,애월읍,소길리,평화로
1169,제주특별자치도 제주시 애월읍 소길리 산 186-1,제주시,애월읍,소길리,평화로
1170,제주특별자치도 제주시 애월읍 고성리 920-3,제주시,애월읍,고성리,평화로
1171,제주특별자치도 제주시 애월읍 광령리 2675-2,제주시,애월읍,광령리,광령평화2길
1172,제주특별자치도 제주시 애월읍 광령리 2663-1,제주시,애월읍,광령리,하광로
1173,제주특별자치도 제주시 애월읍 고성리 914-6,제주시,애월읍,고성리,평화로
1174,제주특별자치도 제주시 애월읍 어음리 산 187,제주시,애월읍,어음리,산록서로
1175,제주특별자치도 제주시 애월읍 어음리 산 68-3,제주시,애월읍,어음리,평화로
1176,제주특별자치도 제주시 구좌읍 하도리 산 9-1,제주시,구좌읍,하도리,하도13길
1177,제주특별자치도 제주시 구좌읍 하도리 산 10-3,제주시,구좌읍,하도리,하도13길
1178,제주특별자치도 제주시 구좌읍 하도리 3352,제주시,구좌읍,하도리,하도7길
1179,제주특별자치도 제주시 구좌읍 하도리 1209-2,제주시,구좌읍,하도리,하도7길
1180,제주특별자치도 제주시 구좌읍 하도리 1314-2,제주시,구좌읍,하도리,일주동로
1181,제주특별자치도 제주시 구좌읍 하도리 1313-3,제주시,구좌읍,하도리,일주동로
1182,제주특별자치도 제주시 구좌읍 하도리 2251-1,제주시,구좌읍,하도리,일주동로
1183,제주특별자치도 제주시 구좌읍 하도리 2251-5,제주시,구좌읍,하도리,일주동로
1184,제주특별자치도 제주시 구좌읍 하도리 3309-5,제주시,구좌읍,하도리,구좌로
1185,제주특별자치도 제주시 구좌읍 하도리 3309-7,제주시,구좌읍,하도리,구좌로
1186,제주특별자치도 제주시 구좌읍 상도리 471-33,제주시,구좌읍,상도리,구좌로
1187,제주특별자치도 제주시 구좌읍 상도리 471-33,제주시,구좌읍,상도리,상도북2길
1188,제주특별자치도 제주시 구좌읍 세화리 1366-2,제주시,구좌읍,세화리,구좌로
1189,제주특별자치도 제주시 구좌읍 세화리 1369-1,제주시,구좌읍,세화리,구좌로
1190,제주특별자치도 제주시 구좌읍 세화리 1332,제주시,구좌읍,세화리,세화12길
1191,제주특별자치도 제주시 구좌읍 세화리 3637,제주시,구좌읍,세화리,세종로
1192,제주특별자치도 제주시 구좌읍 상도리 524-3,제주시,구좌읍,상도리,세종로
1193,제주특별자치도 제주시 구좌읍 상도리 589,제주시,구좌읍,상도리,세종로
1194,제주특별자치도 제주시 구좌읍 상도리 1401,제주시,구좌읍,상도리,세종로
1195,제주특별자치도 제주시 구좌읍 종달리 1714-2,제주시,구좌읍,종달리,종달로
1196,제주특별자치도 제주시 구좌읍 종달리 4982,제주시,구좌읍,종달리,종달로
1197,제주특별자치도 제주시 구좌읍 종달리 1903-1,제주시,구좌읍,종달리,종달로
1198,제주특별자치도 제주시 구좌읍 평대리 425-1,제주시,구좌읍,평대리,일주동로
1199,제주특별자치도 제주시 구좌읍 평대리 3344,제주시,구좌읍,평대리,일주동로
1200,제주특별자치도 제주시 구좌읍 평대리 749-1,제주시,구좌읍,평대리,일주동로
1201,제주특별자치도 제주시 구좌읍 평대리 3344,제주시,구좌읍,평대리,일주동로
1202,제주특별자치도 제주시 구좌읍 평대리 1727-5,제주시,구좌읍,평대리,비자림로
1203,제주특별자치도 제주시 구좌읍 평대리 3344,제주시,구좌읍,평대리,일주동로
1204,제주특별자치도 제주시 구좌읍 평대리 1720-6,제주시,구좌읍,평대리,일주동로
1205,제주특별자치도 제주시 구좌읍 평대리 1841-2,제주시,구좌읍,평대리,일주동로
1206,제주특별자치도 제주시 구좌읍 평대리 3344,제주시,구좌읍,평대리,일주동로
1207,제주특별자치도 제주시 구좌읍 평대리 2033,제주시,구좌읍,평대리,한평길
1208,제주특별자치도 제주시 구좌읍 한동리 36-3,제주시,구좌읍,한동리,한평길
1209,제주특별자치도 제주시 구좌읍 한동리 4848,제주시,구좌읍,한동리,일주동로
1210,제주특별자치도 제주시 구좌읍 한동리 4848,제주시,구좌읍,한동리,일주동로
1211,제주특별자치도 제주시 구좌읍 한동리 1161-3,제주시,구좌읍,한동리,한동북1길
1212,제주특별자치도 제주시 구좌읍 한동리 1064-2,제주시,구좌읍,한동리,일주동로
1213,제주특별자치도 제주시 구좌읍 월정리 100,제주시,구좌읍,월정리,월정7길
1214,제주특별자치도 제주시 구좌읍 월정리 130-5,제주시,구좌읍,월정리,월정7길
1215,제주특별자치도 제주시 구좌읍 행원리 727-4,제주시,구좌읍,행원리,행원로
1216,제주특별자치도 제주시 구좌읍 행원리 813-2,제주시,구좌읍,행원리,행원로
1217,제주특별자치도 제주시 구좌읍 행원리 438-2,제주시,구좌읍,행원리,행원로
1218,제주특별자치도 제주시 구좌읍 행원리 3554,제주시,구좌읍,행원리,행원로
1219,제주특별자치도 제주시 구좌읍 월정리 1896,제주시,구좌읍,월정리,월정1길
1220,제주특별자치도 제주시 구좌읍 월정리 214-5,제주시,구좌읍,월정리,월정1길
1221,제주특별자치도 제주시 구좌읍 월정리 1821-4,제주시,구좌읍,월정리,일주동로
1222,제주특별자치도 제주시 구좌읍 월정리 1916,제주시,구좌읍,월정리,일주동로
1223,제주특별자치도 제주시 구좌읍 김녕리 2117,제주시,구좌읍,김녕리,김녕로
1224,제주특별자치도 제주시 구좌읍 김녕리 2117,제주시,구좌읍,김녕리,김녕로
1225,제주특별자치도 제주시 구좌읍 김녕리 352-2,제주시,구좌읍,김녕리,김녕로
1226,제주특별자치도 제주시 구좌읍 김녕리 501-2,제주시,구좌읍,김녕리,해맞이해안로
1227,제주특별자치도 제주시 구좌읍 김녕리 2121,제주시,구좌읍,김녕리,김녕로
1228,제주특별자치도 제주시 구좌읍 김녕리 2121,제주시,구좌읍,김녕리,김녕로
1229,제주특별자치도 제주시 구좌읍 김녕리 1690-1,제주시,구좌읍,김녕리,김녕로
1230,제주특별자치도 제주시 구좌읍 김녕리 6194,제주시,구좌읍,김녕리,김녕로
1231,제주특별자치도 제주시 구좌읍 김녕리 3607,제주시,구좌읍,김녕리,김녕로
1232,제주특별자치도 제주시 구좌읍 김녕리 6194,제주시,구좌읍,김녕리,김녕로
1233,제주특별자치도 제주시 구좌읍 김녕리 3962,제주시,구좌읍,김녕리,김녕로
1234,제주특별자치도 제주시 구좌읍 동복리 1532-1,제주시,구좌읍,동복리,동복로
1235,제주특별자치도 제주시 구좌읍 동복리 1484-3,제주시,구좌읍,동복리,동복로
1236,제주특별자치도 제주시 구좌읍 동복리 1685-2,제주시,구좌읍,동복리,동복로
1237,제주특별자치도 제주시 조천읍 북촌리 361-2,제주시,조천읍,북촌리,일주동로
1238,제주특별자치도 제주시 조천읍 북촌리 388-14,제주시,조천읍,북촌리,일주동로
1239,제주특별자치도 제주시 조천읍 북촌리 2688,제주시,조천읍,북촌리,북촌9길
1240,제주특별자치도 제주시 조천읍 북촌리 2688,제주시,조천읍,북촌리,일주동로
1241,제주특별자치도 제주시 조천읍 북촌리 1636-5,제주시,조천읍,북촌리,일주동로
1242,제주특별자치도 제주시 조천읍 북촌리 2688,제주시,조천읍,북촌리,일주동로
1243,제주특별자치도 제주시 조천읍 함덕리 261-24,제주시,조천읍,함덕리,신북로
1244,제주특별자치도 제주시 조천읍 함덕리 261-10,제주시,조천읍,함덕리,신북로
1245,제주특별자치도 서귀포시 색달동 산 1-3,서귀포시,서귀포시,색달동,1100로
1246,제주특별자치도 제주시 해안동 산 219-10,제주시,제주시,산,산록서로
1247,제주특별자치도 제주시 노형동 산 17-3,제주시,제주시,산,1100로
1248,제주특별자치도 제주시 해안동 산 219-3,제주시,제주시,산,산록서로
1249,제주특별자치도 제주시 해안동 산 220-1,제주시,제주시,산,1100로
1250,제주특별자치도 제주시 해안동 산 220-3,제주시,제주시,산,1100로
1251,제주특별자치도 제주시 노형동 산 17-2,제주시,제주시,산,1100로
1252,제주특별자치도 제주시 회천동 1783-9,제주시,제주시,회천동,번영로
1253,제주특별자치도 제주시 조천읍 교래리 산 137-22,제주시,조천읍,교래리,516로
1254,제주특별자치도 제주시 봉개동 2735,제주시,제주시,봉개동,영평길
1255,제주특별자치도 제주시 조천읍 와흘리 2836,제주시,조천읍,와흘리,번영로
1256,제주특별자치도 제주시 조천읍 와흘리 2871-1,제주시,조천읍,와흘리,와흘로
1257,제주특별자치도 제주시 조천읍 와흘리 125-3,제주시,조천읍,와흘리,번영로
1258,제주특별자치도 제주시 조천읍 대흘리 산 46-2,제주시,조천읍,대흘리,남조로
1259,제주특별자치도 제주시 조천읍 교래리 산 99-1,제주시,조천읍,교래리,남조로
1260,제주특별자치도 제주시 조천읍 교래리 산 60-19,제주시,조천읍,교래리,남조로
1261,제주특별자치도 제주시 조천읍 교래리 산 36-2,제주시,조천읍,교래리,남조로
1262,제주특별자치도 제주시 조천읍 교래리 산 25-3,제주시,조천읍,교래리,남조로
1263,제주특별자치도 제주시 조천읍 교래리 산 25-4,제주시,조천읍,교래리,남조로
1264,제주특별자치도 제주시 조천읍 교래리 837,제주시,조천읍,교래리,남조로
1265,제주특별자치도 제주시 조천읍 교래리 산 60-27,제주시,조천읍,교래리,남조로
